text,label,,,,,"0=negative, 1=neutral, 2=positive"
Ari Eldjárn bæjarlistamaður Seltjarnarness,1,,,,,
Ísland á EM í handbolta fjórtánda skiptið í röð,1,,,,,
Smyril Line sigurvegari,2,,,,,
„Iðnaður er burðarás íslensks hagkerfis“,1,,,,,
Spenntur fyrir komandi tímum með Arnar sem þjálfara,2,,,,,
Líklega rangt að loka öllu,0,,,,,
Hafrannsóknaskipi fagnað,2,,,,,
Þurfum að hafa langtímaáætlun,1,,,,,
Hefnd Nixons,1,,,,,
Ashley Mariott sigraði fyrir hönd Íslands í BarLady-keppninni,2,,,,,
Elliði vill að lögreglan fái vinnufrið,1,,,,,
Ísland á stóra sviðinu,2,,,,,
Ísland í fremstu röð í sjálfbærri nýtingu,2,,,,,
Sveitarfélög semja við Syndis,1,,,,,
Gæti skapað átta milljarða króna ávinning,2,,,,,
Segir að stóru málin vanti,0,,,,,
Markaðsaðgengi er lykilatriði,1,,,,,
Mikil spenna í riðli Íslands,2,,,,,
Kallar eftir skýrara regluverki,1,,,,,
Daði: Vafasamt met Íslands með covid-aðgerðum,1,,,,,
Ísland tapaði fyrir heims- og Evrópumeisturunum,0,,,,,
Forseti ekki á móti stjórninni,1,,,,,
Ný stefna í öryggismálum og ómannaður kafbátur,1,,,,,
„Ekkert auðvelt í handbolta“,0,,,,,
Vanþekking gæti dregið okkur inn í tollastríð,0,,,,,
Sérstakt varnarmálaráðuneyti ekki í bígerð,1,,,,,
Ferðamenn flúðu Hvammsvík í ofboði – er reimt á Svarta Kaffinu líka?,1,,,,,
„Erum ekki aftur að fara í núll eða neikvæða vexti“,1,,,,,
Hinseginleiki Megasar,1,,,,,
Erum ekki hræddir við Íslendinga,2,,,,,
Búningsklefi Íslands ekki upp á marga fiska,1,,,,,
Grikkir án síns besta manns,1,,,,,
Eftirlit í forgrunni hjá íslenskum her,1,,,,,
Landsmenn fái senda bæklinga,1,,,,,
Ísland fái gervigreindarstofnun,1,,,,,
Logi reyndastur í nýju liði,2,,,,,
Er heimurinn kominn á hvolf?,1,,,,,
Lýsandi: Forsetinn segir að við ætlum að eignast Ísland,1,,,,,
70 prósent af vinnu minni fer í það,1,,,,,
Frábær fyrri hálfleikur skilaði stórsigri,2,,,,,
„Aldrei hafa fleiri mætt á Iðnþing“,2,,,,,
Koma mikilvægum kerfum í samband,2,,,,,
Gamla ljósmyndin: Landsliðskona í 19 ár,1,,,,,
A+ lánshæfiseinkunn Íslands staðfest,1,,,,,
Óttast ekki áhrif tollastríðsins,1,,,,,
Erfitt að keppa við ríkisstyrkt fyrirtæki,0,,,,,
Fullur skilningur á stöðu Íslands,1,,,,,
Kvennaganga og baráttufundur fyrir friði og jafnrétti,1,,,,,
"„Þetta er stóra málið""",1,,,,,
„Hóta börnunum mínum og fjölskyldu“,0,,,,,
Arnar kynnir fyrsta landsliðshópinn,1,,,,,
Loðna 90% af fæðu kanadísks hnúfubaks,1,,,,,
Landsliðskona vill meiri skilning frá HÍ,1,,,,,
"5,8 milljarðar króna til varnar Úkraínu",1,,,,,
16 ára Eva Ruza var „of kynþokkafull“,0,,,,,
Óþarfi að skammast sín fyrir að vera fyrst,0,,,,,
Ísland setji byltingarvörðinn á hryðjuverkalista,0,,,,,
Viktor Gísli sár: Það er skandall,0,,,,,
Snorri: Stendur í draslbæklingi hjá EHF,0,,,,,
Landsliðsmaður var ósáttur með „falsfrétt“ á mbl.is,0,,,,,
Orri gat ekki horft,0,,,,,
Dagur: Þeim er alveg sama um okkur,0,,,,,
Ísland krafði Bandaríkin um afsökunarbeiðni,0,,,,,
Bjarki ósáttur: Þetta er sorglegt,0,,,,,
U-beygja Eyjólfs,0,,,,,
Fullt í okkar leik sem hentar Dönum illa,0,,,,,
Dagur: Þetta er ekki boðlegt,0,,,,,
Ríkasta kona heims í miðjum skandal,0,,,,,
„Við áttum í orði kveðnu sömu tækifærin en alls ekki í raun“,0,,,,,
Mikið áfall fyrir íslenska stuðningsmenn,0,,,,,
Gengið illa að vinna Slóveníu,0,,,,,
Minning í skugga vaxandi haturs,0,,,,,
Júlíus: Stundum þarftu að vera skítseiði,0,,,,,
Snorri: Erfitt að kyngja þessu,0,,,,,
Ómar Ingi: Þetta er ekki nógu gott,0,,,,,
Get ekki útskýrt þetta,0,,,,,
Dagur gerði Íslandi engan greiða,0,,,,,
Evrópusambandið mun ekki verja Ísland,0,,,,,
Sér ekki eftir ummælunum um „hörmulegt“ íslenskt lið,0,,,,,
Annað hvort að rífa sig upp eða gefast upp,0,,,,,
„Hörmulegt” íslenskt lið á ekki möguleika í Svía,0,,,,,
Neitað um inngöngu í HÍ en dáir Ísland,0,,,,,
Spurður út í Viktor: Ertu að grínast?,0,,,,,
Janus heppnari en Bjarki Már,0,,,,,
Þetta var taugatrekkjandi,0,,,,,
Eflaust mjög erfitt fyrir Dag Sigurðsson,0,,,,,
Gísli Þorgeir: Við vorum alltof linir,0,,,,,
Harðorð ályktun samþykkt á fundi mannréttindaráðs,0,,,,,
Dagur: Fæ ekki neina aukagleði úr þessu,0,,,,,
Fordæma „miskunnarlaust“ ofbeldi stjórnvalda,0,,,,,
Elliði: Hörmulegt fyrir hann,0,,,,,
Getum ekki reitt okkur á aðra,0,,,,,
Hló í staðinn fyrir að mótmæla,0,,,,,
Dagur átti erfitt með svefn,0,,,,,
Þá skiptir Ungverjaleikurinn engu máli,0,,,,,
Rökréttast að Trump hafi ruglast á Grænlandi og Íslandi,0,,,,,
Enginn íslenskur fulltrúi í Davos,0,,,,,
Stólpagrín gert að ummælum Trumps um Ísland,0,,,,,
Segir ummælin geta kveikt óöryggi á Íslandi,0,,,,,
Lúxusvandamál fyrir Snorra,0,,,,,
Íslenska liðið ekki lengur efnilegt,0,,,,,
Snorri hefur miklar áhyggjur af meiðslunum,0,,,,,
Bjarki Már deilir ljótum skilaboðum,0,,,,,
Ekki hægt að lýsa því með orðum,0,,,,,
Hörð gagnrýni vegna pitsaosts,0,,,,,
Þurfum ekkert að hafa áhyggjur af Ungverjum,0,,,,,
Hengjum okkur ekki á gömlum grýlum,0,,,,,
Íslendingar keyrðu yfir Pólverja,0,,,,,
Auðvitað var fiðringur í manni,0,,,,,
Verður of auðveldur leikur í kvöld,0,,,,,
Ætla ekki að reyna að vera sniðugur,0,,,,,
Ætlar ekki að fylla í skarð Einars,0,,,,,
Illa vegið að Bjarka í sænsku dagblaði,0,,,,,
Þetta er hættulegt verkefni,0,,,,,
Ítalirnir mjög óþægilegir,0,,,,,
Hræddir við íslenska liðið,0,,,,,
Icelandair hættir flugi til Istanbúl,0,,,,,
Janus var laminn illa,0,,,,,
Safna undirskriftum gegn nýjum sendiherra á Íslandi,0,,,,,
Klúðruðum þessu aðeins seinast,0,,,,,
Húsnæðismarkaðurinn dregur Ísland niður,0,,,,,
Biðst afsökunar á ummælunum um Ísland,0,,,,,
Ársæll fékk ekki boð í veislu með Ingu,0,,,,,
Grænlandi yrði fórnað,0,,,,,
Ferðabloggari gagnrýnir mat og verðlag á Íslandi,0,,,,,
Segja upp hátt í 600 starfsmönnum,0,,,,,
Sjúkleg löngun að ganga í ESB,0,,,,,
Var tjáð að hann ætti enga framtíð,0,,,,,
Fordæmir ekki árás Bandaríkjamanna,0,,,,,
Skýrt brot ef menn ætluðu að nýta sér Ísland,0,,,,,
Auðvelt að brenna út í Brasilíu,0,,,,,
Segir halla á Færeyinga í síldinni,0,,,,,
Arnar: Rifnu gallabuxurnar voru mistök,0,,,,,
Enginn veiðir verðmætasta fiskinn,0,,,,,
Segir Færeyinga beita sér gegn íslenskum hagsmunum,0,,,,,
Sultur og seyra og dauði og drepsótt,0,,,,,
Yfirburðir íslensku drengjanna,0,,,,,
Get ekki lengur farið um landið mitt,0,,,,,
Snúast oft frekar um einmanaleika og sorg,0,,,,,
Hætt upphrópunum og hræðsluáróðri?,0,,,,,
Segir gyðingabörn hafa verið áreitt á Íslandi,0,,,,,
Amnesty lýsir áhyggjum af einangrun ungrar konu,0,,,,,
Snorri einlægur: Þetta er algjör djöfull að eiga við,0,,,,,
Mælir ekki með nærfataskúffunni sem felustað,0,,,,,
ESB hótaði aðgerðum gegn Norðmönnum vegna makríldeilu,0,,,,,
Ekki sjálfbært samkomulag um makríl,0,,,,,
Er enn eitt ruglið í ríkisstjórninni,0,,,,,
Óskar þess að ríkisstjórnin láti Eyjamenn í friði,0,,,,,
Íslenskir fangar með „stórhættulega“ rétti,0,,,,,
Alvarleg brot á mannréttindum sjúklinga,0,,,,,
Lýsa yfir miklum vonbrigðum með makrílsamning,0,,,,,
Köld kveðja ríkisstjórnar: Óásættanlegt og ólíðandi,0,,,,,
Manuela óánægð með yfirlýsingar Helenu,0,,,,,
Stofninn minnkaði og samningsstaðan versnaði,0,,,,,
Nemo ætlar að skila verðlaunagripnum,0,,,,,
Innkalla grjónagraut vegna aðskotahlutar,0,,,,,
Norðurljósaátak Íslandsstofu er mistök,0,,,,,
Afturför í menntamálum: Börnum mismunað,0,,,,,
Öryggisumhverfið nú fjandsamlegra en áður,0,,,,,
Segir hugmyndir Musks og Miðflokks ekki vænlegar,0,,,,,
Myndskeið: Dagur fékk svakalegar móttökur í Króatíu,2,,,,,
Gísli bestur á EM,2,,,,,
Daninn hrifinn: Íslenska liðið eitt það besta í heimi,2,,,,,
Dagur alvöru töffari og einn besti fyrirliðinn,2,,,,,
Gísli Þorgeir ánægður með Dag,2,,,,,
Spennandi að eiga heimili eftir 15 ár erlendis,2,,,,,
Myndir: Mikil stemning hjá Íslendingunum í Herning,2,,,,,
Alfreð: Gleður mig afskaplega mikið,2,,,,,
Landsliðsmönnunum berst mikill stuðningur,2,,,,,
Danska stjarnan hrósaði Íslandi,2,,,,,
Danski þjálfarinn hrósaði íslenska liðinu í hástert,2,,,,,
Langstærsta augnablikið á mínum ferli,2,,,,,
Ágætis stemmning þrátt fyrir „glataðan“ leiktíma,2,,,,,
Snorri: Rosalegar tilfinningar í báðar áttir,2,,,,,
Elliði stoltur: Við vorum frábærir,2,,,,,
Besti maður Íslands: Trúi þessu varla,2,,,,,
Ungverjar gerðu Íslandi svakalegan greiða,2,,,,,
Afar áhugavert útspil Dags Sigurðssonar,2,,,,,
Þetta er eitt besta lið í heimi,2,,,,,
Eitt besta lið sem ég hef séð á mótinu,2,,,,,
Stórbrotinn stórsigur á Svíum,2,,,,,
Segir Ísland best í heimi,2,,,,,
Króatísk goðsögn: Ég elska að horfa á Ísland,2,,,,,
Íslendingar geta andað léttar,2,,,,,
Gott að lenda í smá brasi,2,,,,,
Gaman í leikjum þar sem er harka,2,,,,,
Myndskeið: Stórkostleg íslensk stemning,2,,,,,
Minn besti landsleikur í einhvern tíma,2,,,,,
Ótrúlegt að fá að upplifa þetta,2,,,,,
Myndir: Áttu fallega stund með fjölskyldum sínum,2,,,,,
Algjör gæsahúð að upplifa það,2,,,,,
Mætt á fyrsta stórmótið: Rosalegt fjör og þynnka,2,,,,,
Get ekki beðið eftir að sjá alla Íslendingana,2,,,,,
Íslenskur stórsigur í fyrsta leik,2,,,,,
Markametið slegið í ótrúlegum leik,2,,,,,
Fullkomin höll fyrir Íslendinga,2,,,,,
Gleymi aldrei hvað Íslendingarnir voru frábærir,2,,,,,
Ómetanlegt að vera á heimavelli erlendis,2,,,,,
Vinkona Rúriks naut lífsins í hitanum,2,,,,,
Bláa lónið í hópi þeirra langbestu,2,,,,,
Eintóm tækifæri í Grænlandsmálinu,2,,,,,
Leið vel eftir símtalið við Snorra,2,,,,,
Ást á kaffihúsi í Köben,2,,,,,
Ótrúleg saga tíu ástsælustu jólalaganna,2,,,,,
Innblásturinn er mestur á Íslandi,2,,,,,
Líta á Ísland sem mikilsmetinn bandamann,2,,,,,
„Ef þetta er minn síðasti dagur þá ætla ég að elska Hlyn minn“,2,,,,,
En eftir að brúin var vígð gleymdist það allt.,0,,,,,
Ég átti líka góðan fund með öllum starfsmönnum COWI á Íslandi.,2,,,,,
Útboð á slíkum verkefnum hafa ekki skilað neinni þátttöku í Danmörku og Þýskalandi því ytri skilyrðin voru slæm.,0,,,,,
Könnunin sýnir að Íslendingar telja að fréttaþættir í sjónvarpi gefi ekki hlutlæga mynd af fréttnæmum viðburðum hér á landi og erlendis.,0,,,,,
"Kristín Ólafsdóttir, aðstoðarmaður Kristrúnar Frostadóttur forsætisráðherra, hefur fundið ástina í örmum Kolbeins Arnarsonar, fulltrúa á þróunarsamvinnuskrifstofu utanríkisráðuneytisins.",2,,,,,
Ástin er sögð hafa kviknað í stjórnarráðinu og hefur parið ekki farið leynt með nýfundna ást sína.,2,,,,,
Kristín og Kolbeinn hafa sést víða saman síðustu vikur og virðast njóta félagsskapar hvors annars.,2,,,,,
Smartland óskar Kristínu og Kolbeini hjartanlega til hamingju með ástina.,2,,,,,
"Senda skýr skilaboð um að glæpahópar fái ekki að starfa hér og að þeim sem komi hingað til að brjóta af sér, sé umsvifalaust vísað á brott.",0,,,,,
"Almenn skilyrði dugi oft ekki til að bregðast við undirliggjandi þáttum sem leiða ungt fólk til afbrota, svo sem vímuefnavanda og bágri félagslegri stöðu.",0,,,,,
Þetta er klárlega hark.,0,,,,,
Hæstvirt ríkisstjórn er svo augljóslega úr takti við venjulega fólkið sem hún ætlaði að standa vörð um og er alls ekki að hækka skatta og álögur á.,0,,,,,
Þetta sama venjulega fólk hefur fengið rukkun fyrir einn mánuð af kílómetragjaldi ríkisstjórnarinnar og er vægast sagt ósátt.,0,,,,,
Bætti hann við að hann teldi ósanngjarnt að kynna kílómetragjaldið sem skattahækkun.,0,,,,,
Dagur Sigurðsson og lærisveinar hans í króatíska handboltalandsliðinu eru einkum vinsælir í heimalandinu núna en liðið fékk svakalegar móttökur eftir að hafa landað bronsi á Evrópumótinu.,2,,,,,
"Dagur er þjálfari króatíska landsliðsins en hann kvartaði yfir skipulagningu mótsins, löngum ferðalögum, lítilli hvíld og mörgum viðtölum.",0,,,,,
"Dagur og Króatar voru mjög óánægðir með skipuleggjendur mótsins en króatíska liðið þurfti að spila leiki tvo daga í röð, síðastliðinn þriðjudag og miðvikudag, líkt og Ísland og önnur lið í milliriðli tvö á meðan liðin í milliriðli eitt fengu eins dags pásu á milli leikja.",0,,,,,
"Magnaður Dagur kom stórum breytingum í gegn Gerði jafnvel eitthvað enn stærra. Dalic hrósaði. Degi Sigurðssyni fyrir að láta skoðun sína í ljós en vildi frekar ræða um að hann hefði ekki fengið neitt lof fyrir að kvarta yfir vali Alþjóðafótboltasambandsins, FIFA, á ákveðnum verðlaunum í gegnum tíðina.",0,,,,,
Dalic neitaði að kjósa um besta leikmann heims hjá FIFA í þrjú ár þar sem honum fannst kjósendur ekki virða króatíska leikmenn og þeirra árangur síðasta áratuginn.,0,,,,,
Ég kvartaði fyrir fjórum árum og þá studdi mig enginn hér.,0,,,,,
Nú þegar útlendingur hefur kvartað þá styðja hann allir.,0,,,,,
Hins vegar fékk ég engan stuðning frá fjölmiðlum í okkar landi og fólk spurði mig hvers vegna ég væri að gera þetta og taldi að ég væri aðeins að valda skaða.,0,,,,,
"Bravó, svona á þetta að vera.",2,,,,,
Þorsteinn Leó Gunnarsson fékk t.d. ekki einkunn þar sem hann var á bekknum nær allt mótið.,0,,,,,
Átti erfitt uppdráttar á mótinu.,0,,,,,
Skoraði lítið og náði sér ekki almennilega á strik í vörninni.,0,,,,,
Með lægstu einkunn allra útileikmanna.,0,,,,,
Átti mjög góðan leik á móti Svíþjóð en hefur oft spilað betur á heilum mótum.,2,,,,,
Íslenska liðið var oft í vandræðum þegar Viktor Gísli átti slæma kafla og þurfti kælingu.,0,,,,,
Náði sér ekki eins vel á strik í hinum leikjunum.,0,,,,,
Átti mjög góða leiki á milli þess sem hann datt niður.,2,,,,,
Besti maður Íslands.,2,,,,,
"Stýrði sóknarleik liðsins einstaklega vel allt mótið, lagði upp endalaust af mörkum, skoraði sjálfur, náði í vítaköst og sýndi sínar bestu hliðar.",2,,,,,
Náði sér ekki nógu vel á strik í öðrum leikjum.,0,,,,,
Allt of miklar sveiflur.,0,,,,,
Deildi mínútunum með Bjarka og átti nokkra virkilega góða leiki.,2,,,,,
Nýtti færin almennt mjög vel og er einn traustasti leikmaður Íslands.,2,,,,,
Baráttan til fyrirmyndar en þurfti aðeins meiri stöðugleika.,2,,,,,
Fékk lítið að spreyta sig og Snorri virtist ekki treysta honum alveg.,0,,,,,
Átti tvo mjög góða leiki en þess á milli datt hann allt of mikið niður.,0,,,,,
Heilt yfir var frammistaða Viktors á mótinu vonbrigði og hann getur svo miklu betur.,0,,,,,
Hún var mögnuð á móti Svíþjóð og ömurleg á móti Sviss.,0,,,,,
Aðrir leikmenn léku ekki nægilega mikið til að fá einkunn á mótinu.,0,,,,,
Þorsteinn Leó Gunnarsson spilaði t.a.m. nær ekki neitt og fékk því aldrei einkunn.,0,,,,,
Það er því bæði viðeigandi og mikið fagnaðarefni að tónlistarhús þjóðarinnar sé vettvangurinn til að miðla þessari merkilegu sögu sem ég er sannfærð um að gestir á öllum aldri hafi bæði gagn og gaman af.,2,,,,,
"Björgvin byrjaði leikinn á því að kúgast hressilega yfir „hollustudrykk“ sem leit út eins og dreginn upp úr mýri, en áður en varði var hann farinn að lýsa stjórnlausum öskurgráti.",0,,,,,
"„Ég byrjaði bara að öskurgráta með hor út í horn,“ viðurkenndi hann einlægur.",0,,,,,
Ég er ánægður með sigurinn.,2,,,,,
Við viljum verðlauna okkur fyrir alla þá vinnu sem við erum búnir að leggja á okkur.,2,,,,,
"Brandararnir eru orðnir helvíti súrir, ég held að ég sé ekki að ljúga neinu um það.",0,,,,,
Það þarf að gera eitthvað í því.,0,,,,,
Segir Fartoumi eitt atvik hafa komið upp þegar einstaklingur réðst á mótmælendur.,0,,,,,
"Gísli átti erfitt með sig í viðtali eftir leik Flautuðu of snemma „Ég myndi eiginlega ekki segja að þetta hafi farið Danmörku í hag.""",0,,,,,
Ég sé það frekar þannig að það eru margar aðstæður þar sem flautað er alltof snemma.,0,,,,,
"Þeir leyfðu okkur ekki að spila handbolta þegar við vorum komnir í gegn, og svo stöðvuðu þeir leikinn.",0,,,,,
Danir ósáttir með ummælinDanski fjölmiðillinn deildi fréttinni á samfélagsmiðlinum Facebook og þar láta Danir í sér heyra.,0,,,,,
Öll mín virðing fyrir íslenska liðinu hvarf eftir leikinn í gær.,0,,,,,
Haltu kjafti Ísland og reynið að spila handbolta án þess að vaða endalaust í mótherjann.,0,,,,,
Hegðun ykkar í gær var algjört hneyksli fyrir íþróttina.,0,,,,,
Mun færri Íslendingar komust að en vildu og það sárnaði Viktori.,0,,,,,
Þetta var stórkostleg upplifun.,2,,,,,
Það hefði verið sanngjarnara.,0,,,,,
Það er fáránlegt að við fáum bara 100 miða.,0,,,,,
Það er skandall.,0,,,,,
Það er verið að kvarta yfir skipulagi og svona en það sem pirrar mig mest er að Íslendingarnir fá ekki að koma og upplifa þetta með okkur.,0,,,,,
Það er sorglegt.,0,,,,,
"„Þetta hefur lengi legið fyrir og við getum ekki farið að kvarta,“ sagði Snorri Steinn Guðjónsson, landsliðsþjálfari karla í handbolta, í samtali við mbl. is. Íslenski hópurinn á EM var ósáttur við að þurfa að mæta í viðtöl klukkan 10:30 í gær að dönskum tíma eftir langan og strangan dag á föstudag þar sem margir fóru seint að sofa.",0,,,,,
Þetta stendur í einhverjum draslbæklingi hjá þessu EHF dæmi.,0,,,,,
Þetta er mikill hnoðbolti stundum og ég vorkenni þessum helstu,0,,,,,
"Þetta hlýtur að vera mjög skrítið, sérstaklega fyrir mann eins og Dag (að mæta Íslandi).",0,,,,,
Ég spilaði minn fyrsta landsleik með Degi og þetta er einn besti fyrirliði sem ég hef haft sem leikmaður.,2,,,,,
Hann er holdgervingur fyrirliðans fyrir mér og alvöru töffari.,2,,,,,
Íslendingar hafa ekki síður gaman af því að fylgjast með því það getur verið skemmtilegt að heyra um það sem henni þykir stórundarlegt en okkur þykir sjálfsagðir hlutir.,2,,,,,
Ég fór gullna hringinn og fannst allt svo svalt og fallegt og allir tóku mér svo vel.,2,,,,,
Jewells er hrifin af íslenska hestinum.,2,,,,,
Vinnan var frábær en ég sá um allt markaðsefni sem fyrirtækið setti á miðlana.,2,,,,,
En svo kynntumst við Halli og eigum nú Evu og yndislegt líf.,2,,,,,
"Ég hafði sett inn innslag um bollur á bolludaginn, en ég elska bollur og ég held ég elski bolludaginn meira en jólin.",2,,,,,
Bollur eru svo gómsætar!,2,,,,,
Það fannst mér alveg svakalega skrítið og er enn að venjast því að láta dóttur mína sofa úti.,0,,,,,
Mér fannst þetta fyrst svo hættulegt.,0,,,,,
Svo sefur Eva uppi í hjá okkur sem er algjörlega bannað í Bandaríkjunum.,0,,,,,
Nú finnst mér það frábært.,2,,,,,
Það kemur ekki að sjálfu sér.,0,,,,,
Það er ekki erfitt en þeir koma ekki að sjálfu sér.,0,,,,,
Þá var íslenski hópurinn illa sofinn eftir langan föstudag þar sem leikurinn við Danmörku í undanúrslitum var seint.,0,,,,,
Ég sá að Króatarnir voru ekkert himinlifandi með að leggja af stað klukkan 9 og vera komnir hingað.,0,,,,,
Ég er ánægður með Dag.,2,,,,,
Þetta er ekki boðlegt. Þeim er alveg sama um okkur.,0,,,,,
Og það er mjög augljóst að það væri best fyrir mannkynið ef þeir væru ekki að smíða Tortímandann.,0,,,,,
"Ilves bætir við að það sé líka virkilega slæmt að Úkraína hafi verið neydd til að grípa til þessara ráða, fyrst af Rússum með innrás sinni, en svo af heimsbyggðinni með aðgerðaleysi sínu.",0,,,,,
Ég trúi engu sem þeir segja.,0,,,,,
Króatíska liðið er laskaðra en það íslenska.,0,,,,,
Stuðningsmaður Íslands handtekinn Stuðningsmaðurinn var handtekinn undir lok leik Íslands og Danmerkur og missti því af lokamínútunum en hann var látinn dúsa í fangaklefa í nokkra klukkutíma.,0,,,,,
Við vorum einfaldlega skömmuð fyrir það að standa upp í stúkunni og fagna okkar strákum.,0,,,,,
"Danirnir héldu líka áfram að standa upp, sem ég kvartaði yfir, en það virtist vera allt í lagi.",0,,,,,
Á endanum kemur lögreglan til þess að fjarlægja okkur því við héldum áfram að standa upp og fagna okkar liði.,0,,,,,
Þeir færa mig út í lögreglubíl og síðan er ég settur í fangaklefa þar sem ég var látinn dúsa í sirka þrjár klukkustundir.,0,,,,,
"Ég sendi honum alltaf skilaboð, þremur tímum fyrir leik; gangi þér vel, elska þig, og hann verður að svara.",2,,,,,
"„Stemningin er frábær, strákarnir eru klárir í þetta,“ sagði Daníel Franz Davíðsson, samfélagsmiðlastjóri Handknattleikssambands Íslands, í samtali við mbl. is á stuðningsmannasvæðinu í Herning í Danmörku í dag.",2,,,,,
Ég bombaði þessu út eftir leikinn en fékk svo símtal þar sem mér var tjáð að mögulega gæti Snorri orðið eitthvað pirraður.,0,,,,,
Ég tók það svo út en þá voru strákarnir búnir að sjá þetta og þeir voru ósáttir með það að ég hefði tekið þetta út.,0,,,,,
Andri var ekki sáttur með þessa falsfrétt þannig að ég þurfti að kippa því í lag.,0,,,,,
Allskonar boltar sem maður þarf að grípa eða halda á lofti sem er bara gaman.,2,,,,,
"„ Ég er rosalega hamingjusöm og hef trú á því að strákarnir skili frábærri niðurstöðu í dag,“ sagði Sonja Steinarsdóttir, ein af forsprökkum Sérsveitarinnar, í samtali við mbl. is á stuðningsmannasvæðinu í Herning í Danmörku í dag.",2,,,,,
Á tímabili var þetta mjög erfitt.,0,,,,,
Svo tókst að græja miða fyrir okkur með hjálp frábærs fólks.,2,,,,,
Þetta er vissulega öðruvísi frí en þessu fylgir ofboðslega mikil gleði og hamingja líka.,2,,,,,
"Þetta er öðruvísi frí, ég er ekki á sólbekknum á Tenerife, en þetta er mjög gaman.",2,,,,,
Íslenska liðið fór mjög illa með mörg góð færi og Matej Mandić í króatíska markinu var að verja vel.,0,,,,,
Haukur Þrastarson skoraði mark Of lítið og of seint.,0,,,,,
40 sekúndur eftir og þetta er orðið óbærilega spennandi.,2,,,,,
Glæsilega gert!,2,,,,,
Misheppnað sirkusmark.,0,,,,,
Misheppnuð línusending.,0,,,,,
Þetta er orðið ansi erfitt.,0,,,,,
Það er farið í hann í skotinu og þetta á að vera víti.,0,,,,,
Enginn Íslendingur sammála þessu.,0,,,,,
Virkilega góð varsla úr dauðafæri.,2,,,,,
Getur sennilega ekki kvartað mikið yfir þessu.,0,,,,,
Glæsilega varið!,2,,,,,
Ísland tapar boltanum. Misheppnuð línusending.,0,,,,,
Klárum þetta með stæl og tökum bronsið heim.,2,,,,,
Koma svo!,2,,,,,
Króatar yfir allan fyrri hálfleikinn og þetta hefur verið basl.,0,,,,,
All inni hjá honum.,2,,,,,
Góð innkoma!,2,,,,,
Íslenska liðið að verjast honum ömurlega.,0,,,,,
Brjóta hálfgert á honum en ekki nógu vel.,0,,,,,
Ómar alls ekki sammála þessu.,0,,,,,
Erfið byrjun.,0,,,,,
Íslendingar að fara mjög illa með færin.,0,,,,,
Bæði lið að fara illa með færin.,0,,,,,
Króatía tapar boltanum. Slök línusending.,0,,,,,
Fyllilega verðskuldað.,2,,,,,
"Þetta íslenska lið er á réttri leið, á því liggur enginn vafi.",2,,,,,
Átti fína spretti og góðar vörslur.,2,,,,,
Stundum smá klaufi í vörn.,0,,,,,
Náði sér ekki á strik í dag.,0,,,,,
Fékk rautt spjald áður en hann náði að koma sér inn í leikinn.,0,,,,,
"Sonja Steinarsdóttir, ein af forsprökkum Sérsveitarinnar, stuðningssveitar landsliðsins í handbolta, segir það hafa verið sárt að horfa upp á strákana okkar missa af bronsverðlaunum á Evrópumótinu í dag.",0,,,,,
Sonja hefur fylgt landsliðinu allt mótið og kveðst fyrst og fremst vera stolt af góðum árangri liðsins.,2,,,,,
Maður er rosalega stoltur af þeim þrátt fyrir þessi tvö töp hér í Herning.,2,,,,,
Trúði því varla þegar þau sungu „ole ole“ Sárt að sjá Króatana fá bronsið. Sonja segir það þó hafa verið gríðarlega svekkjandi að horfa upp á íslenska liðið tapa í dag.,0,,,,,
Við erum þó rosalega stolt af strákunum.,2,,,,,
"Það hefði verið gaman að fara heim með bronsið, það var pínu sárt að sjá Króatana fá bronsið áðan.",0,,,,,
Að sjálfsögðu er maður mjög spenntur.,2,,,,,
Það er frábært að vera kominn í þessa stöðu og maður hlakkar rosalega til leiksins.,2,,,,,
Fagnað vel eftir rússíbanaÍsland tryggði sér sæti í undanúrslitunum með sannfærandi sigri á Slóveníu á miðvikudag.,2,,,,,
Að sjálfsögðu var fagnað vel.,2,,,,,
Þetta var frábært augnablik og gott að vinna leikinn.,2,,,,,
Ég finn að menn eru mjög vel stemmdir fyrir þennan leik.,2,,,,,
Ég gat eiginlega ekki horft og horfði lítið á hann.,0,,,,,
Eins og staðan er í dag eru Danir með besta landsliðið.,2,,,,,
Þeir eru ótrúlega góðir og þetta er frábært lið.,2,,,,,
Við höfum unnið fyrir þessu og höfum sýnt að það eru mikil gæði í okkar liði.,2,,,,,
Maður er ótrúlega stoltur og þetta er langstærsta augnablikið á mínum ferli.,2,,,,,
Það hefur verið mjög gaman að afreka þetta með strákunum.,2,,,,,
Það er þvílíkur heiður að spila með þessu liði og maður er þakklátur.,2,,,,,
Það er mikið stolt.,2,,,,,
"Mikill heiður. Hann hefur verið tilnefndur sem besti vinstri hornamaður mótsins, enda verið einn allra besti leikmaður Íslands til þessa.",2,,,,,
"Að sjálfsögðu er það mikill heiður að vera tilnefndur með þessum leikmönnum, að sjá að maður sé í þessari stöðu.",2,,,,,
Þetta var samt mjög skemmtileg viðbót fyrir mig.,2,,,,,
"„Stemningin er frábær, áfram Ísland!“ sagði Inga Sæland, barna - , mennta - og íþróttamálaráðherra, í samtali við mbl. is á stuðningsmannasvæðinu í Herning í Danmörku í dag.",2,,,,,
