text,label,,,,,"0=negative, 1=neutral, 2=positive"
„Evr­ópa og Banda­rík­in haldi áfram að standa sam­an“,2,,,,,
Hafþór vann NBA-stjörnu í körfu­bolta,2,,,,,
Ísra­el gyrði sig í brók,0,,,,,
Jamal Klæng­ur: „Ég veit ekk­ert hverju ég á að bú­ast við“,0,,,,,
Ekk­ert sem styðji staðhæf­ing­ar um tugþúsund millj­arða ávinn­ing,0,,,,,
Ísland upp um fjög­ur sæti,2,,,,,
Skyn­sem­in ráði við olíu­leit,1,,,,,
„Það er Lína í okk­ur öll­um“,1,,,,,
Ein nyrsta forn­leifa­rann­sókn heims,1,,,,,
„Ísland er í raun einn stór leik­völl­ur“,1,,,,,
Gagn­rýna ís­lenska þjón­ustu: „Þá labba ég bara beint út“,0,,,,,
Rampa nú upp Úkraínu,2,,,,,
Eldræða Arons – harðorður í garð HSÍ,0,,,,,
Fisk­veiðar og vernd líf­fræðilegr­ar fjöl­breytni,1,,,,,
Árs náms­hlé al­gengt eft­ir stúd­ents­prófið,1,,,,,
Raun­sæi í ut­an­rík­is­mál­um,1,,,,,
Ísland er háskatta­ríki,1,,,,,
Logi ræddi sam­skipti sín við landsliðsþjálf­ar­ann,1,,,,,
Þakk­ar Íslandi fyr­ir stuðning­inn,2,,,,,
Nýta ís­lenska þekk­ingu,1,,,,,
Líkti rík­is­stjórn­ar­sam­starf­inu við mat­ar­boð,1,,,,,
Sam­drátt­ur í bygg­ing­ariðnaði áhyggju­efni,0,,,,,
Allra fræg­asti pikkólóf­lautu­leik­ar­inn held­ur tón­leika,2,,,,,
Rík­is­styrk­ir í sjáv­ar­út­vegi verði tak­markaðir,1,,,,,
Jap­an­ir vita nú meira um Ísland,2,,,,,
Tel­ur að lofts­lags­mark­mið ná­ist,2,,,,,
Ísland á hættu­leg­um stað vegna van­rækslu,0,,,,,
Sviðsmynd­ir frum­varps­ins,1,,,,,
Valda­framsals­málið (bók­un 35) út­skýrt,1,,,,,
Heilsu­hraðall gang­sett­ur,1,,,,,
Upp­lifði tráma vegna Rottweiler­hunda,1,,,,,
Icelanda­ir tek­ur í notk­un Air­bus-flug­hermi,1,,,,,
Daní­el Trist­an verðlaunaður,2,,,,,
End­ur­heimt vot­lend­is hag­kvæm­ust,2,,,,,
„Mark­miðið að stoppa um­ferðina“,1,,,,,
„Þarna ertu bara nak­inn fyr­ir fram­an alla“,0,,,,,
„Ísland er að verða seg­ull fyr­ir þessa sprota“,2,,,,,
Tæki­fær­in fyr­ir hendi en virkja þarf kraft­inn,1,,,,,
Íslensk olíu­leit er ör­ygg­is­mál,1,,,,,
„Er þetta eitt­hvert grín?“,1,,,,,
Útlend­ing­ar afpláni refsi­dóma í eig­in landi,1,,,,,
„Lífið er alltaf á millj­ón“,1,,,,,
Ísland stend­ur í stað – Spánn í topp­sætið,2,,,,,
Ferðamenn vilja ekki raf­magn,1,,,,,
„Mamma mín vissi ekki hvað Ísland var“,1,,,,,
Hvar eru bráðaaðgerðirn­ar í hús­næðismál­um?,1,,,,,
Við stönd­um sterkt en get­um gert bet­ur,2,,,,,
Gamla ljós­mynd­in: Einn sá skot­fast­asti,1,,,,,
Will­um frá í 4 til 6 vik­ur,1,,,,,
Mik­il upp­bygg­ing við Bláa lónið,1,,,,,
Van­fjár­mögn­un nýs fang­els­is mikið áhyggju­efni,0,,,,,
Nýr for­seti Ungs jafnaðarfólks kjör­inn,1,,,,,
Eiður Smári titraði og skalf,0,,,,,
Ótrú­lega þakk­lát fyr­ir syst­ur sín­ar,2,,,,,
Listamaður sem þurfti að þola mót­byr,1,,,,,
Nota­legt en sakna hávaðans,1,,,,,
Full­reynt að stjórn­völd spreði í bíla­leig­urn­ar,0,,,,,
Deila um skuld­bind­ing­ar,2,,,,,
Sara send­ir skila­boð til hár­greiðslu­fólks,1,,,,,
Stór­kost­leg minni­mátt­ar­kennd Rússa,0,,,,,
Spánn sniðgangi Eurovisi­on ef Ísra­el tek­ur þátt,0,,,,,
„Þetta er nú bara besti staður sem ég hef komið á“,2,,,,,
Beint: Öryggi Íslands til framtíðar,1,,,,,
Ógnin er raun­veru­leg,0,,,,,
Mun aldrei jafna sig á tap­inu fyr­ir Íslandi,0,,,,,
Ríkið kosti ungt fólk til náms í netör­yggi,1,,,,,
RIFF fagn­ar – 16 mánaða út­tekt lokið,2,,,,,
Hót­an­ir Rússa ber að taka al­var­lega,1,,,,,
Alþjóðlegt sam­starf mik­il­vægt,1,,,,,
Vilja raf­væða bíla­leigu­fyr­ir­tæki,1,,,,,
Ísland er og verður herlaust ríki: Rúss­ar gefa í,1,,,,,
Þór­dís: „Erum ekki að gera nóg“,0,,,,,
#87. - Yf­ir­vof­andi stríðsátök og af­taka í Utah,0,,,,,
Gætu þurft að eyða millj­örðum í los­un­ar­heim­ild­ir,1,,,,,
Þetta eru áhersl­urn­ar 14,1,,,,,
Skatta­hækk­an­ir kæfa hag­vöxt,0,,,,,
Blæng­ur er einn eft­ir af Spán­ar­tog­ur­un­um,1,,,,,
Sérstaða Íslands skap­ar áskor­an­ir,1,,,,,
Arn­ar Gunn­laugs vakti at­hygli í ljósu vesti,1,,,,,
Miðasal­an fer vel af stað,2,,,,,
Niður­skurður­inn verður rædd­ur í rík­is­stjórn,1,,,,,
Tak­marka má um­fang RÚV á sviði aug­lýs­inga,1,,,,,
Guðjohnsen-bræður vekja mikla at­hygli,1,,,,,
Þjálf­ari Frakka tjá­ir sig um ákvörðun dóm­ar­ans,1,,,,,
Næst­stærsti sig­ur Íslands í móts­leik,2,,,,,
Ekk­ert fal­legra en ís­lensk­ur palla­leik­ur,2,,,,,
Markið sem var dæmt af í Par­ís (mynd­ir),1,,,,,
Sýni hve langt Rúss­ar séu til­bún­ir að ganga,1,,,,,
„Söng þegar ég átti að vera að mjólka“,1,,,,,
Koma til móts við minni­hlut­ann með þing­mála­skránni,1,,,,,
Hefj­um ekki nýtt blóma­skeið með hærri skött­um,0,,,,,
Þor­gerður: „Svarið er hik­laust já“,2,,,,,
Íslensk morðmál á toppn­um,0,,,,,
Gat andað í fyrsta sinn,1,,,,,
Sleg­ist um 30 HM-sæti,1,,,,,
Íslensk ný­sköp­un í brenni­depli í Osaka,2,,,,,
"Hús­næðis­leit, brúðkaups­plön, kjöt­boll­ur og gigg",1,,,,,
Kom­inn tími til að Ísland standi við skuld­bind­ing­ar,2,,,,,
„Safnið á að vera staður sem eng­inn veigr­ar sér við að heim­sækja“,1,,,,,
Kristrún vill end­ur­skoða starf­semi RÚV,1,,,,,
Metaðsókn í nám í veiðarfæra­tækni,1,,,,,
„Land­helg­is­gæsl­an stend­ur nú á tíma­mót­um“,1,,,,,
„Verðum ekki ein­hverj­ar keil­ur fyr­ir þeim“,1,,,,,
Breski sund­kapp­inn háður ís­lensk­um lakk­rís,0,,,,,
Far­bann sett á ísra­elska ráðherra,0,,,,,
„Ég ætla mér að taka gullið heim“,1,,,,,
„Stjórn­sýsla Íslands er lít­il“,1,,,,,
Komn­ir til að vinna leik­inn,1,,,,,
RÚV ger­ir at­huga­semd­ir við þátt­töku Ísra­els,1,,,,,
Sví­ar bregðast við PISA og boða síma­bann,1,,,,,
Veðbank­ar hafa enga trú á ís­lenska landsliðinu,0,,,,,
„Fannst umræðan fá­rán­leg”,0,,,,,
Fyr­ir­gefið mér ef ég felli ekki mörg tár,0,,,,,
Sann­fær­andi sig­ur ís­lensku strákanna,2,,,,,
Fær­ey­ing­ar með fullt hús í riðli Íslands,1,,,,,
Naumt tap Íslands í Frakklandi,1,,,,,
Íslend­ing­ar rænd­ir í Par­ís? – „Þetta var aldrei brot“,1,,,,,
Lof­ar góðu fyr­ir fram­haldið,2,,,,,
Stærsta sem ég hef gert á mín­um ferli,1,,,,,
Þjóðverj­ar fjalla um ákvörðun dóm­ar­ans í Par­ís,1,,,,,
„Draum­ur­inn er að vinna gullið “,2,,,,,
Stjórn­sýsl­an vinn­ur ekki með okk­ur,0,,,,,
Mun­um þurfa að þjást aðeins,0,,,,,
Sautján þjóðir ör­ugg­ar á HM,1,,,,,
„Núna er líf mitt bara klúbb­ur“,1,,,,,
Stefnt á upp­töku 15% al­heims­lág­marks­skatts,1,,,,,
Deschamps: Ættum alls ekki að van­meta Ísland,2,,,,,
Aldrei hraðari þróun: „Þetta er orðið al­veg ótrú­legt“,2,,,,,
Öflug­ar þyrl­ur eru „ekki lag­erv­ara“,0,,,,,
„Ætlum að fara í leik­inn til þess að vinna hann“,2,,,,,
Óánægja með stefnu rík­is­stjórn­ar­inn­ar,0,,,,,
Bú­inn að horfa lengi á þessa leik­menn í sjón­varp­inu,2,,,,,
Synti hring­inn í kring­um Ísland á 115 dög­um,2,,,,,
Íslenska liðið allt of lengi í gang í Eistlandi,0,,,,,
Byrjaði 12 ára og orðinn fram­kvæmda­stjóri 19 ára,2,,,,,
All­ir klár­ir í slag­inn gegn Frakklandi,2,,,,,
Sigruðu heima­menn tví­veg­is í ruðningi,2,,,,,
Ófremd­ar­ástand sem er stærra en nokkuð annað mál,0,,,,,
List­ir eru ekki ein­hver lúx­us,1,,,,,
„Þurf­um að sjá aðeins bet­ur á spil­in“,1,,,,,
Of­ursval­ur Arn­ar mátaði sig við sætið hans Enrique,0,,,,,
Grínuðust á frétta­manna­fundi: „Sagði mér að Mbappé væri fljót­ur“,0,,,,,
Ut­an­rík­is­ráðherra Palestínu sæk­ir Ísland heim,1,,,,,
Ísland send­ir kæligáma und­ir fallna her­menn,1,,,,,
Glæsi­leg­ur stór­sig­ur Íslands,2,,,,,
Tók tíma að brjóta þá niður,1,,,,,
Það er það fal­lega við fót­bolta,2,,,,,
Heiður og draum­ur að spila fyrsta lands­leik­inn,2,,,,,
Var ekki viss hvort þetta væri mitt mark,1,,,,,
„Ekki það sama og að sitja úti í sal og hlusta“,2,,,,,
Hvurs virði er at­vinnu­stefna?,0,,,,,
Vissi ekki að hann yrði á nær­bux­un­um ein­um klæða,1,,,,,
Daniel með sig­ur­mark Íslands,2,,,,,
Sam­vinnu­hug­sjón­in lif­ir góðu lífi,2,,,,,
Ork­an er aðal­hrá­efnið,2,,,,,
Seg­ir mik­il tæki­færi fólg­in í þróun djúp­bor­un­ar,2,,,,,
Fyrsta flugið til nýs áfangastaðar,1,,,,,
Vél­stjór­inn spil­ar á pípu­org­elið,1,,,,,
Guðrún á leið út að keppa fyr­ir Íslands hönd,1,,,,,
Skildi að Eva væri orðlaus,1,,,,,
„Við höf­um ein­fald­lega ekki gert nóg“,0,,,,,
„Sem bet­ur fer lét ég slag standa og tók áhætt­una“,2,,,,,
„Ég er kom­inn heim“ er kannski klisja,0,,,,,
Ráða frá óvissu­ferð gjör­bylt­ing­ar kerf­is­ins,1,,,,,
Skautap­ar brýt­ur blað í ís­lenskri íþrótta­sögu,0,,,,,
Vont tap gegn Fær­eyj­um í fyrsta leik,0,,,,,
Flugmaður­inn hissa á að flakið sé ferðamannastaður,1,,,,,
Svekkj­andi þegar við erum bún­ir að tala um þetta,0,,,,,
Stóð „Ísland“ á nán­ast hverri ein­ustu treyju,1,,,,,
„Eitt­hvað sem mann hef­ur alltaf dreymt um“,2,,,,,
Eng­inn okk­ar fær borgað fyr­ir að spila hérna,1,,,,,
TikT­ok-stjarna fann ljót­an stað á Íslandi,1,,,,,
Skil­virkni hins op­in­bera skipt­ir sköp­um,1,,,,,
And­skot­inn hafi það - það má hrista upp í þessu,0,,,,,
Vilj­um gera Laug­ar­dalsvöll­inn að vígi,1,,,,,
Aldrei sátt­ur þegar maður er ekki að spila,0,,,,,
„Ég hef ekki stigið fæti inn á næt­ur­klúbb“,1,,,,,
Umræðan megi vera upp­byggi­legri,2,,,,,
Trump til­nefn­ir nýj­an sendi­herra fyr­ir Ísland,1,,,,,
Ísland virðist þurfa að gefa í,0,,,,,
Ísland gegn NBA-leik­mönn­um Frakka: Áskor­un að mæta þeim,0,,,,,
Flug­stjór­inn vitj­ar flaks­ins hálfri öld síðar,1,,,,,
Þetta er ákveðinn ár­ang­ur,2,,,,,
K100 í beinni frá Ljós­anótt,1,,,,,
Bún­ir að bíða eft­ir þessu í ár,1,,,,,
Sá besti í sög­unni,2,,,,,
Bú­ist við 6.000 áhorf­end­um,2,,,,,
Aldrei mögu­leiki gegn öfl­ug­um Frökk­um,0,,,,,
Hann rann út rétt í þessu,1,,,,,
Þurfti að gefa fólk­inu eitt­hvað,1,,,,,
Tóti rifjar upp draum­inn: „Hluti af mér“,1,,,,,
„Ég fæ bara gæsa­húð að tala um þetta“,1,,,,,
„Ég er kom­inn heim“ er kannski klisja,0,,,,,
Ráða frá óvissu­ferð gjör­bylt­ing­ar kerf­is­ins,1,,,,,
Skautap­ar brýt­ur blað í ís­lenskri íþrótta­sögu,0,,,,,
Heinem­ann-kæra í hefðbundnu ferli,2,,,,,
Ein­stök vatns­lita­mynd frá 1912 eft­ir Ásgrím Jóns­son á upp­boði,1,,,,,
Doncic er sá vin­sæl­asti,2,,,,,
Baseload Capital til Jap­ans,1,,,,,
For­set­inn hæst­ánægður með Ísland,2,,,,,
Bregðast við minnk­andi ham­ingju Íslend­inga,0,,,,,
Spurn­ing hvort það dug­ar á móti Doncic,0,,,,,
Jón Hauk­ur sel­ur íbúðina í Garðabæ,1,,,,,
Þurf­um að byrja á sigri og stríða svo Frökk­um,1,,,,,
Valskon­ur skora á karlalið Vals,1,,,,,
Spennu­leik­ur gegn sterk­um Slóven­um,0,,,,,
Ósátt­ur því við unn­um ekki,0,,,,,
Hann er sniðugur,2,,,,,
Brotnaði niður í fang­inu á kon­unni,1,,,,,
„Allt í skoðun“ eft­ir fjög­urra ára bið,1,,,,,
„Hafa verið tölu­verð von­brigði“,0,,,,,
"Sól, sæla og stuð í Katowice (mynd­ir)",1,,,,,
Enn var stutt í sig­ur­inn,2,,,,,
Mjólk­ur­kýr­in og áform rík­is­stjórn­ar­inn­ar,1,,,,,
Lands­björg vakt­ar ferðamann í beinu streymi,1,,,,,
Tryggvi er efst­ur og með Jóker­inn á hæl­un­um,1,,,,,
Get­um búið til stemn­ingu með góðri hittni,1,,,,,
Skutu Pól­verj­um skelk í bringu,1,,,,,
Eva tek­in inn í Frægðar­höll JMU,2,,,,,
Gervi­greind knú­in gróðafíkn,0,,,,,
Pirr­andi þegar þetta er svona aug­ljóst,0,,,,,
Vit­um að við fáum enga aðstoð,0,,,,,
Komn­ir yfir það að stríða liðum,0,,,,,
Feng­um ekki séns til að vinna,0,,,,,
Vil ekki búa til nein­ar af­sak­an­ir,0,,,,,
Fannst þetta órétt­látt þegar það gerðist,0,,,,,
Lit­rík­ir Íslend­ing­ar í Katowice (mynd­ir),1,,,,,
Eiga heima á stóra sviðinu,1,,,,,
Fjall­ar um kolranga og dýr­keypta dóma,1,,,,,
Dóm­arask­andall­inn í Katowice: Þeir höfðu eng­ar for­send­ur,0,,,,,
„Dug­leg að finna sjálf nagl­ana í mína eig­in kistu“,0,,,,,
Stoðgrein­arn­ar finna fyrst fyr­ir skell­in­um,0,,,,,
„Ekk­ert um at­vinnu­lífið án at­vinnu­lífs­ins“,1,,,,,
„Við ákváðum að búa til okk­ar eigið tæki­færi“,2,,,,,
Sér­stak­lega dýr­mætt fyr­ir afa,2,,,,,
Krabba­meins­sjúk­ling­ar hjóla um há­lendi Íslands,2,,,,,
Grind­vík­ing­ar elska körfu­bolta,1,,,,,
Við erum mjög snögg­ir að gleyma,1,,,,,
„Sem fræðimaður er ég alltaf Elsa“,1,,,,,
Toll­arn­ir úr­sk­urðaðir ólög­leg­ir,0,,,,,
Finnst við vera betri,2,,,,,
Gamla ljós­mynd­in: Sig­ur gegn Belg­um tryggði EM sætið,2,,,,,
Belg­ar með í sjötta sinn í röð,1,,,,,
„Alltaf verið að stoppa mig úti á götu“,0,,,,,
Þá voru kannski tveir Íslend­ing­ar í stúk­unni,1,,,,,
Held að við höf­um verið lukkugrís­ir,2,,,,,
Ég held að séns­inn sé í dag,2,,,,,
Grát­lega ná­lægt fyrsta EM-sigr­in­um,0,,,,,
Slóven­ar eða Frakk­ar hefðu aldrei fengið á sig svona dóm,0,,,,,
Við stjórnuðum þess­um leik og átt­um að vinna,1,,,,,
Kannski voru það mis­tök,1,,,,,
Pól­verj­ar sluppu naum­lega gegn Ísra­el,1,,,,,
„Kjörið tæki­færi að vinna við ástríðuna“,2,,,,,
Grípa þarf til aðgerða til að sporna gegn hruni,0,,,,,
„Árin í Banda­ríkj­un­um voru draum­ur“,2,,,,,
Eyþór Ingi ætlaði að kaupa vín­flösku á hundruð þúsunda í Fær­eyj­um,1,,,,,
Útflutn­ing­ur gæti auk­ist um tugi millj­arða króna á næstu árum,2,,,,,
Alma: Verðum að stytta bið eft­ir þess­ari þjón­ustu,1,,,,,
Ísra­els­menn reynd­ust of sterk­ir,1,,,,,
Von­andi nær hann að laga hittn­ina,1,,,,,
Núna er verk­efnið í veseni,0,,,,,
Gam­an að kasta nokkr­um bolt­um í körf­una,2,,,,,
"4,8% minni þorskkvóta út­hlutað í ár",0,,,,,
Þurf­um að svara ógn­inni frá Rúss­um,1,,,,,
Há­vaxta­stefna Seðlabank­ans gæti grafið und­an hag­kerf­inu,0,,,,,
Sterk­ur sig­ur á Dön­um,2,,,,,
Strax orðin erfið staða,0,,,,,
Nýtt nám í stjórn­un hafsvæða í boði,1,,,,,
„Mik­il­vægt að efla strand­flutn­inga að nýju“,1,,,,,
#85. - Vend­ing­ar í njósna­máli og þing­inu þjófst­artað,0,,,,,
Það eina sem við hugs­um um,1,,,,,
Nýtt blóð á svið í vet­ur,0,,,,,
Öðru­vísi en afar vel þjálfaðir,2,,,,,
Óábyrg um­mæli byggð á röng­um for­send­um,0,,,,,
Loka­leik­ur Íslands fór í fram­leng­ingu,1,,,,,
Gæslu­v­arðhald fram­lengt: Hús­leit í Dublin,1,,,,,
Allt öðru­vísi lið Íslands í dag,1,,,,,
„Gylfi þarf að bíta í það súra epli“,1,,,,,
Nefna þrennt til að „raun­veru­leg­ur ár­ang­ur ná­ist“,1,,,,,
Valdi og Gunn­ar bún­ir að gera fá­rán­lega vel,2,,,,,
Þrjár breyt­ing­ar á U21-árs landsliðinu,1,,,,,
Mik­il vinátta og ekk­ert skemmt epli,1,,,,,
Sann­fær­andi sig­ur á Svíþjóð,2,,,,,
Tékk­arn­ir kveðja eft­ir erfiða Aust­f­irði,1,,,,,
All­ir á þeim stað að vilja lengra,2,,,,,
Veit ekki um neinn sem hef­ur gengið jafn­langt,1,,,,,
Ger­um kröfu um sæti í 16-liða úr­slit­um,1,,,,,
Villt­ur bolti hent­ar vel,2,,,,,
„Þetta er ferðalag – ekki töfra­bragð“,1,,,,,
Með sjálfs­traust og bjart­sýni að vopni,2,,,,,
Birna er bremslu­laus: „Fer alltaf aðeins lengra en ég ætlaði mér.“,2,,,,,
Þetta verður ekki flott­ara,2,,,,,
Blátt haf í Katowice (myndasyrpa),1,,,,,
Til­kynnt um sex manns á heim­ili sínu,0,,,,,
Mark­mið NATO ekki raun­hæft,0,,,,,
Mót­herji Íslands á mik­illi sig­ur­göngu,2,,,,,
Tap þrátt fyr­ir magnaðan fjórða leik­hluta,0,,,,,
Rann­sókn miðar ágæt­lega og er langt kom­in,2,,,,,
For­rétt­indi að vera tíu mín­út­um frá fal­leg­ustu strönd­um heims,2,,,,,
Geim­skipið í Katowice,1,,,,,
Skip­ar nýj­an sendi­herra fyr­ir Ísland,1,,,,,
Krefj­andi í Katowice,0,,,,,
1.500 Íslend­ing­ar í Katowice,1,,,,,
Hlaupa mikið og eru villt­ir,1,,,,,
Yf­ir­hers­höfðingi þýska hers­ins á Íslandi,1,,,,,
Dregið upp óþarf­lega svarta mynd af stöðunni,0,,,,,
Upp­lif­ir loks Ísland eft­ir ára­langt grín: „Ekki fara þangað“,1,,,,,
Þreyta er bara af­sök­un,1,,,,,
Upp­selt á helgar­leiki Íslands á EM,2,,,,,
Ísland mögu­leiki en hug­rekki nauðsyn­legt,2,,,,,
Eft­ir­vænt­ing­in orðin gíf­ur­leg,2,,,,,
Vilja sam­ræmd próf eins og áður tíðkuðust,1,,,,,
Verður með heilt landslið í stúk­unni,1,,,,,
Hafnaði til­boði frá Dan­mörku,0,,,,,
Arn­ar valdi tvo nýliða í landsliðshóp­inn,1,,,,,
Ótt­ast ekki at­kvæðagreiðslu um ESB,2,,,,,
Magnús Örn fer á kost­um við grillið,1,,,,,
„Sorg­in kem­ur í köfl­um og bylgj­um“,0,,,,,
Beint flug lyk­il­atriði í ákvörðun­inni,1,,,,,
Naumt tap hjá stelp­un­um,0,,,,,
Lil Cur­ly og Jakob hlaupa í nafni Thal­íu Guðrún­ar,1,,,,,
Tap í síðasta vináttu­leikn­um fyr­ir EM,0,,,,,
Menn­ing­arnótt stærsta verk­efni Hermu,1,,,,,
Kannski síðasta stór­mótið,1,,,,,
Yf­ir­taka ESB á Nor­egi og Íslandi?,0,,,,,
Las yfir hand­rit fyr­ir Tar­ant­ino,1,,,,,
„Það vildi eng­inn fara heim“,1,,,,,
Hags­muna­bar­átta bygg­ist á traust­um gögn­um,1,,,,,
„Ég mætti í vinn­una þegar barnið var aðeins fjög­urra vikna gam­alt“,1,,,,,
„Á pari við það sem best ger­ist“,2,,,,,
Ágúst Elí meist­ari í Dan­mörku,1,,,,,
Kan­adamaður­inn lang­lífi,2,,,,,
Bjarki Steinn á skot­skón­um,1,,,,,
Hið ár­lega þukl þótti ganga framúrsk­ar­andi í ár,2,,,,,
Póst­ur­inn bregst laga­skyld­um sín­um,0,,,,,
Tók Ísland á tveim­ur dög­um: „Al­gjör­lega nýtt fyr­ir mér“,1,,,,,
Tólf manna EM-hóp­ur Íslands klár,2,,,,,
Skipt­ir Íslend­inga gríðarlegu máli,1,,,,,
Tryggva finnst vín­heim­ur­inn heill­andi,2,,,,,
Fjár­fest­ar ætla að koma Al­ga­lífi á næsta þrep,2,,,,,
„Svona ung­ur átt­ar maður sig ekki á hvað er að ger­ast“,0,,,,,
Þá geta ótrú­leg­ir hlut­ir gerst,2,,,,,
„Þurf­um við að kalla fram sam­drátt í kerf­inu?“,1,,,,,
Stór­sig­ur ís­lensku stúlkn­anna,2,,,,,
Eigna sér nú stefnu okk­ar sem þau börðust gegn af þunga,0,,,,,
Spenn­andi smá­hús í í Öræf­um,2,,,,,
Tekj­urn­ar í fyrra voru yfir 60 millj­arðar,2,,,,,
Stríðsdrama tekið upp á Íslandi,1,,,,,
All­ir veg­ir fær­ir ef þú hef­ur trú á sjálf­um þér,2,,,,,
Yf­ir­lýs­ing frá KKÍ - leikið við Ísra­el,1,,,,,
Vilj­um keyra yfir þá,1,,,,,
Ísland tapaði fyr­ir gest­gjöf­un­um,0,,,,,
For­dæm­ir nýj­ar land­töku­byggðir á Gasa,0,,,,,
„All­ir agndofa yfir þess­um ákvörðunum“,1,,,,,
Tékk­nesk­ur gest­ur á fáséðum fáki,1,,,,,
Sví­ar sigraðir í eft­ir mikla spennu,0,,,,,
Íslend­ing­ar ósátt­ir við um­talað ráð: „Það síðasta sem við eig­um“,0,,,,,
Fleiri jarðhita­svæði gætu komið í ljós,1,,,,,
"Öflugt at­vinnu­líf, öfl­ug sam­fé­lög",2,,,,,
Hærri skatt­ar gætu minnkað tekj­ur,0,,,,,
Snýr aft­ur í poppið,1,,,,,
Þrír ung­ir vin­ir setja Puff popp­korn á markað,1,,,,,
Ísland lenti í sjötta sæti,1,,,,,
Sam­keppn­is­hæfni lands­ins sterk,2,,,,,
Hið ljúfa líf: Bragðlauk­arn­ir lurk­um lamd­ir,1,,,,,
Verður Palestína brátt sjálf­stætt ríki við hlið Ísra­els?,1,,,,,
Vant­ar stór nöfn í franska liðið sem mæt­ir Íslandi,0,,,,,
Ísland „óperu­laust“ í þrjú ár?,1,,,,,
Ljós­brot til­nefnd til kvik­mynda­verðlauna Norður­landaráðs,1,,,,,
Varð vitni að stór­kost­leg­um hlut­um: „Þetta leit ekk­ert vel út“,0,,,,,
Ísland upp um eitt sæti,1,,,,,
Aðskota­hlut­ur fannst í súpu,0,,,,,
Í senn sjón­rænt lista­verk og inni­legt ástar­bréf,1,,,,,
Hvers vegna er Ísland ekki í for­gangi?,0,,,,,
Íslend­ing­ar „eins og Chi­hua­hua-hund­ur bund­inn við staur að ybba gogg“,0,,,,,
Grunn­ur­inn að hrolli ferðaþjón­ust­unn­ar,0,,,,,
Gam­alt vörumerki í nýj­um hönd­um,1,,,,,
Belg­ar taka við loft­rým­is­gæsl­unni í fyrsta sinn,1,,,,,
Ísland er mjög „heitt“ í borg engl­anna,1,,,,,
„Jörðin er skraufþurr“,0,,,,,
Ævin­týra­leg mat­ar­upp­lif­un á Stokks­eyri í boði Michel­in-kokks­ins Rodrígu­ez,2,,,,,
Stefna á að gjör­breyta frí­höfn­inni,2,,,,,
Ísjak­ar og ís­lenskt úr­val á flug­vell­in­um,1,,,,,
Versl­un­in eldri en lýðveldið Ísland,1,,,,,
Ísland fór niður um fjög­ur sæti,0,,,,,
Stjörn­ur og stemn­ing í Hvera­gerði alla helg­ina,2,,,,,
Sig­ur­inn rann úr greip­um strákanna,0,,,,,
Banda­rík­in for­gangsraða öðrum ríkj­um en Íslandi,0,,,,,
Góður sig­ur á Sví­um,2,,,,,
Tími ábyrgra aðgerða í út­lend­inga­mál­um,1,,,,,
Stærsta fram­kvæmd Blá­skóga­byggðar í far­vatn­inu,1,,,,,
Skaga­fjörður skart­ar sínu feg­ursta með Just­in Bie­ber,2,,,,,
Óljóst og óáreiðan­legt: „Al­veg á floti“,0,,,,,
ASÍ vís­ar ásök­un­um N1 á bug,0,,,,,
Íslensku strák­arn­ir sigruðu Ung­verja í spennu­leik,2,,,,,
Íslend­ing­ar sækja í bæ sem berst við ferðamenn,1,,,,,
Mis­jafnt gengi hjá mót­herj­um Íslands,1,,,,,
Staðfesta A láns­hæfni­ein­kunn rík­is­sjóðs,2,,,,,
Fyrsti sig­ur strákanna á EM,2,,,,,
Krefja Íslands­banka um bæt­ur,0,,,,,
Um­fang og kostnaður toll­gæslu gæti auk­ist veru­lega,0,,,,,
„Birt­ing­ar­mynd efna­hags­legr­ar stöðnun­ar“,0,,,,,
Viðreisn og út­lend­inga­mál­in,0,,,,,
Sá danski hló að spurn­ing­unni,1,,,,,
„Við erum svona álíka reiðar“,0,,,,,
Meðal­hag­vöxt­ur á Íslandi sterk­ur,2,,,,,
Yf­ir­burðasig­ur strákanna,2,,,,,
The Office-leik­kona nýj­asti Íslands­vin­ur­inn,2,,,,,
Hátt gengi krónu ekki sjálf­bært,0,,,,,
Ísland í átta liða úr­slit eft­ir ótrú­lega drama­tík,2,,,,,
Fortu­ne Feim­ster ánægð með Íslands­dvöl­ina,2,,,,,
Kerf­i­s­væðing á kostnað verðleika,0,,,,,
Gervi­greind­in geti aukið fram­leiðni lands­ins,2,,,,,
Nöfn­ur brjóta blað í beinni út­send­ingu,1,,,,,
Hót­elsvít­ur fyr­ir alla,2,,,,,
Könn­un: Ísland góður staður fyr­ir sam­kyn­hneigða,2,,,,,
„Sum­arfíl­ing­ur“ í fyrri leik Íslands,1,,,,,
Vara við áhrif­um ETS á Ísland,1,,,,,
Erfiðir dag­ar framund­an hjá Peder­sen,0,,,,,
„Verk sem eng­inn vissi að væri til“,1,,,,,
Úkraínu­menn efla hag Pól­verja,2,,,,,
„Pressa og ekki pressa“,1,,,,,
Sterk­ur sig­ur Íslands á Aust­ur­ríki,2,,,,,
Ekki af­sök­un held­ur staðreynd,1,,,,,
Verðum að læra að lifa með óviss­unni,1,,,,,
„B er best“,1,,,,,
Íslensku dreng­irn­ir áfram með fullt hús,2,,,,,
Diljá læt­ur að sér kveða,2,,,,,
Palestínuf­án­ar á Gleðigöng­unni,1,,,,,
